build_id,car_id,make,model,variant,year,mods_applied,mod_description,result_hp,result_torque,result_0_100,result_top_speed,result_quarter_mile,measurement_type,source_type,source_url,result_torque_nm,confidence
BUILD_8F09608E,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_85D4A676,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_81DBB0C9,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_944D23BE,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_76BE2E6A,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_6FA40C3A,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_C607F38B,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_B9D3002E,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_9AC50990,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_7DC6D409,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_4032AFAC,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_FB09745D,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_73430B40,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_B843FA16,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_8FF5343B,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_88699365,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_0E78FBF4,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_9498E10F,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_3008FA43,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_1899D629,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_880A9515,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_BE71A7F3,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_16C14515,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_BA50C9E9,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B287BA26,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_92F3E809,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_E6886671,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_008CC234,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_8419A3FE,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_694377EC,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_4BA544BF,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_C2BCBFA2,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_CB311710,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_012976DF,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_750480A1,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_882AF460,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_DFAFACA9,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_0AE71E0C,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_93C2EFE6,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_CFCFEBB7,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_02CD7D57,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_BC06D3C0,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_C6D0AB90,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_1412507A,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_1533C74A,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_E0397472,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_5C55A095,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_F10BF990,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_77EBAA99,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_71D2CD73,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_1F9AF895,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_26B9E185,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_C6FD7501,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_00334855,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_AC38B5EF,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_4D0B8001,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_2F809FE5,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_1BC7B17A,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_75F6C209,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_EF998685,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_6EA317FF,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_E5CADD66,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_4993B262,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_509F371D,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_5FA6183B,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_CB0EBA00,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_2682F700,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_F4FC9223,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_EC11F62F,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_770CAEEE,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D10E3ACF,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_141CC56B,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_53582392,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_A83C473C,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_804C6748,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_4A44595A,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_930463A9,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_DBE3AF5D,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_7B8FC178,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_E972CB56,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_4BDF04DE,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_83ABA8F7,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_269459ED,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_D041BBF6,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_9C9B2818,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_7F34C8AD,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_51B0B4C6,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_D4B3B58A,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_1CE82BE8,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_960A8D65,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_0664FB53,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_FFDE90CE,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_7BC6F0B8,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_B1146A30,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_08773414,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_09D60BEB,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_28818E5B,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_09923179,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D0959525,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_783278D0,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_9C75C12A,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_EFF2DD0E,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_F02E9453,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_55161A8F,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_A8553AE6,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_0A8441A7,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_33401F47,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_02E9D9CF,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_2E6AEDCB,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_FDF3F7E3,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_EA0D17E2,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_2A270467,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_E7CA776B,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_0A25D509,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_41B581DA,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_385E0653,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_1196B3BA,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_A88ABE21,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D813CF07,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_D4F68D3A,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_A291EAF4,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_1F26EF36,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_34BAD39C,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_A17DB9BC,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_BE9BB5D5,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_23194FCE,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_3C2EAF5F,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_E69F8C08,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_95FDDB36,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_E34E745D,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_314E7E29,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_E4EAEFF1,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_A9347348,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_8AE3D938,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_FD396EA8,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_D606EBAB,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_1C2B55AA,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_41360826,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_5075AC89,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_B086C637,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_6F6EE995,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_939128DB,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_4BFA3FFD,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_646707F2,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_1D0BEB6A,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_DBF03A09,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_0D16B29C,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_1FF584CF,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_A45CA84A,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_CB800906,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_E310F409,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_15E35800,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B9828B66,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_AA5CE76B,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_869148C0,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_1BD50E27,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_C9FA0C3B,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_192BEA99,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_381966AF,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_B1FA1A4B,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_E2BD30C4,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_39C32D71,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_1FBFB081,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_8BE560D2,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_60DC3F19,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_989F2425,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_AF675F4A,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_932CB962,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_3C2A34B8,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_D79193ED,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_315A5E97,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_AE1C079D,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_9AF89869,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_C72BAAA4,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_C4E07BDD,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_7101DF40,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_CA000332,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_AB8BF92F,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_04927AA7,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_DC0B3DB8,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_346C3C3B,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_B9091AA7,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_7DFC417F,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_865B73E3,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_5BDA26DC,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_F0F15878,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_490578B5,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_85CF12DB,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_D873D517,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_B586EBC4,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_3A7F303B,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_3DDA1974,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_E61FD25B,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_955FAB51,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_1DE094CE,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_F2E59F44,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_6F5AB331,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_92EAF773,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_48F145C5,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_CEE8FD9C,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_1F41E5DF,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_6065B6BC,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_AF1E4759,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_648CEEC7,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_52E51EA8,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_E83833BE,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_24B73A62,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_90CAD56B,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_A2E149BB,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_B0CAD718,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_2ED1E778,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_52962BB1,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_0E39F2FF,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_8994EC87,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_4E1577CE,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_48A5EDEE,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_9215402E,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_C11F7795,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_C80DA5FA,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_342C61E5,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B97832D3,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_C906205C,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_1C713DE0,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_BF6CAFB6,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_C865018C,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_C5CCA990,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_70588915,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_7AC278A9,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_5AEF1D0A,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_E5A7DC98,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_6377E2E4,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_EFCA9956,APR Stage 3 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_AEF35023,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_B6184189,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_034FF5F1,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_4F847C38,APR Stage 2 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
BUILD_B8CB05CC,CAR_FB848E81,Audi,A4,rs 4 (comfort and sound pack) 450ps tiptronic auto 5d,2017.0,MOD_8FC2CFD3,APR Stage 1 ECU Upgrade,,,,,,synthetic,synthetic,synthetic,,0.4
